法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置,ID,法院代碼
臺灣新北地方法院,052法登22,350,變更登記,財團法人台北縣三峽長福巖清水祖師公,052/09/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHxqAAD&bc=052&cd=%AA%6B%B5%6E++++++++++++++++&de=000022&ef=PCD&fg=1,output/details/PCD/052/000022/AAAdkxAAHAAAHxqAAD.json,AAAdkxAAHAAAHxqAAD,PCD
臺灣新北地方法院,052法登192,450,設立登記,財團法人台灣省台北縣江璞亭祭祀公業,052/08/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHxqAAE&bc=052&cd=%AA%6B%B5%6E++++++++++++++++&de=000192&ef=PCD&fg=1,output/details/PCD/052/000192/AAAdkxAAHAAAHxqAAE.json,AAAdkxAAHAAAHxqAAE,PCD
臺灣新北地方法院,052法登204,204,設立登記,財團法人大觀書社,052/12/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyGAAA&bc=052&cd=%AA%6B%B5%6E++++++++++++++++&de=000204&ef=PCD&fg=1,output/details/PCD/052/000204/AAAdkxAAHAAAHyGAAA.json,AAAdkxAAHAAAHyGAAA,PCD
臺灣新北地方法院,053法登96,529,變更登記,財團法人臺灣省臺中市天主教主顧修女會,053/12/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyGAAB&bc=053&cd=%AA%6B%B5%6E++++++++++++++++&de=000096&ef=PCD&fg=1,output/details/PCD/053/000096/AAAdkxAAHAAAHyGAAB.json,AAAdkxAAHAAAHyGAAB,PCD
臺灣新北地方法院,054法登255,128,設立登記,財團法人台灣省台北縣樹林濟安宮,054/12/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyGAAC&bc=054&cd=%AA%6B%B5%6E++++++++++++++++&de=000255&ef=PCD&fg=1,output/details/PCD/054/000255/AAAdkxAAHAAAHyGAAC.json,AAAdkxAAHAAAHyGAAC,PCD
臺灣新北地方法院,055法登263,105,設立登記,財團法人台灣省台北縣私立樹人高級中學,055/03/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHyGAAD&bc=055&cd=%AA%6B%B5%6E++++++++++++++++&de=000263&ef=PCD&fg=1,output/details/PCD/055/000263/AAAdkxAAHAAAHyGAAD.json,AAAdkxAAHAAAHyGAAD,PCD
臺灣新北地方法院,055法登280,129,設立登記,財團法人台灣省台北縣觀音山凌雲禪寺,055/11/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHxPAAE&bc=055&cd=%AA%6B%B5%6E++++++++++++++++&de=000280&ef=PCD&fg=1,output/details/PCD/055/000280/AAAdkxAAHAAAHxPAAE.json,AAAdkxAAHAAAHxPAAE,PCD
臺灣新北地方法院,056法登22,350,變更登記,財團法人台北縣三峽長福巖清水祖師公,056/05/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHxTAAA&bc=056&cd=%AA%6B%B5%6E++++++++++++++++&de=000022&ef=PCD&fg=1,output/details/PCD/056/000022/AAAdkxAAHAAAHxTAAA.json,AAAdkxAAHAAAHxTAAA,PCD
臺灣新北地方法院,056法登96,529,變更登記,財團法人臺灣省臺中市天主教主顧修女會,056/08/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHxTAAB&bc=056&cd=%AA%6B%B5%6E++++++++++++++++&de=000096&ef=PCD&fg=1,output/details/PCD/056/000096/AAAdkxAAHAAAHxTAAB.json,AAAdkxAAHAAAHxTAAB,PCD
臺灣新北地方法院,056法登293,135,設立登記,財團法人台灣省台北縣禮智堂,056/03/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAHxTAAC&bc=056&cd=%AA%6B%B5%6E++++++++++++++++&de=000293&ef=PCD&fg=1,output/details/PCD/056/000293/AAAdkxAAHAAAHxTAAC.json,AAAdkxAAHAAAHxTAAC,PCD
