法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置
臺灣彰化地方法院,058法登2,2,設立登記,財團法人私立中州工業專科學校,058/11/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJafAAE&bc=058&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAJafAAE
臺灣彰化地方法院,059法登1,4,設立登記,財團法人彰化縣警化堂,059/10/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJafAAF&bc=059&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAF/AAAdkxAAHAAAJafAAF
臺灣彰化地方法院,059法登2,3,設立登記,財團法人彰化縣私立基督教嘉樂保育院,059/09/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJafAAG&bc=059&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAJafAAG
臺灣彰化地方法院,060法登1,5,設立登記,財團法人彰化縣武聖宮,060/04/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJafAAH&bc=060&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAH/AAAdkxAAHAAAJafAAH
臺灣彰化地方法院,060法登2,6,設立登記,財團法人彰化縣妙化堂,060/09/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJarAAJ&bc=060&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAJarAAJ
臺灣彰化地方法院,060法登3,7,設立登記,財團法人台灣省彰化縣基督教浸信宣道會,060/02/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJarAAK&bc=060&cd=%AA%6B%B5%6E++++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAJarAAK
臺灣彰化地方法院,061法登1,8,設立登記,財團法人台灣省彰化縣私立女子文興女子高級中學,061/01/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJarAAL&bc=061&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAJarAAL
臺灣彰化地方法院,061法登2,9,設立登記,財團法人彰化縣私立鹿港泉郊救濟院,061/01/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJarAAM&bc=061&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAM/AAAdkxAAHAAAJarAAM
臺灣彰化地方法院,061法登3,7,變更登記,財團法人台灣省彰化縣基督教浸信宣道會,061/02/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJarAAN&bc=061&cd=%AA%6B%B5%6E++++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAN/AAAdkxAAHAAAJarAAN
臺灣彰化地方法院,061法登4,10,設立登記,財團法人台灣省彰化縣私立正德高級工商職業學校,061/05/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJavAAA&bc=061&cd=%AA%6B%B5%6E++++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAJavAAA
臺灣彰化地方法院,062法登2,11,設立登記,財團法人台灣省彰化縣私立曉陽高級商工職業學校,062/05/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJavAAB&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAJavAAB
臺灣彰化地方法院,062法登3,13,設立登記,財團法人彰化縣天理教真明彰化教會,062/06/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJavAAC&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAJavAAC
臺灣彰化地方法院,062法登5,12,設立登記,財團法人彰化縣員林教會聚會所,062/06/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJavAAD&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000005&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAJavAAD
臺灣彰化地方法院,062法登8,12,變更登記,財團法人彰化縣員林教會聚會所,062/09/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJavAAE&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000008&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAJavAAE
臺灣彰化地方法院,062法登16,14,設立登記,財團法人台灣省彰化縣私立達德高級商工職業學校,062/07/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2FAAJ&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000016&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAJa%2FAAJ
臺灣彰化地方法院,063法登1,15,設立登記,財團法人私立建國商業專科學校董事會,063/02/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2FAAK&bc=063&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAJa%2FAAK
臺灣彰化地方法院,063法登2,16,設立登記,財團法人彰化縣私立鹿港民俗文物??nbsp;,063/09/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2FAAL&bc=063&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAJa%2FAAL
臺灣彰化地方法院,063法登3,17,設立登記,財團法人清池?之U學基金會,063/10/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2FAAM&bc=063&cd=%AA%6B%B5%6E++++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAM/AAAdkxAAHAAAJa%2FAAM
臺灣彰化地方法院,063法登4,18,設立登記,財團法人台灣更生保護會彰化區公會,063/12/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbDAAA&bc=063&cd=%AA%6B%B5%6E++++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAJbDAAA
臺灣彰化地方法院,064法登1,19,設立登記,財團法人彰化縣私立慈生仁愛院,064/01/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbDAAB&bc=064&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAJbDAAB
臺灣彰化地方法院,064法登4,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,064/07/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbDAAC&bc=064&cd=%AA%6B%B5%6E++++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAJbDAAC
臺灣彰化地方法院,064法登19,19,變更登記,財團法人彰化縣私立慈生救濟院,064/08/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbDAAD&bc=064&cd=%AA%6B%B5%6E++++++++++++++++&de=000019&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAJbDAAD
臺灣彰化地方法院,065法登2,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,065/09/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbDAAE&bc=065&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAJbDAAE
臺灣彰化地方法院,066法登8,22,設立登記,財團法人天主教耶穌聖心修女會,068/01/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbDAAG&bc=066&cd=%AA%6B%B5%6E++++++++++++++++&de=000008&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAJbDAAG
臺灣彰化地方法院,066法登9,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,066/11/30,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbDAAH&bc=066&cd=%AA%6B%B5%6E++++++++++++++++&de=000009&ef=CHD&fg=1,output/details/CHD/AAH/AAAdkxAAHAAAJbDAAH
臺灣彰化地方法院,067法登2,21,變更登記,財團法人台灣省彰化縣私立精誠中學,067/06/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbDAAI&bc=067&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAJbDAAI
臺灣彰化地方法院,068法登2,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,068/06/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2BAAK&bc=068&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAJa%2BAAK
臺灣彰化地方法院,068法登4,3,變更登記,財團法人彰化縣私立基督教喜樂保育院,068/12/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2BAAL&bc=068&cd=%AA%6B%B5%6E++++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAJa%2BAAL
臺灣彰化地方法院,069法登2,23,設立登記,財團法人彰化縣私立武聖宮慈善事業基金會,069/03/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2BAAM&bc=069&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAM/AAAdkxAAHAAAJa%2BAAM
臺灣彰化地方法院,069法登3,24,設立登記,財團法人彰化縣後備軍人?冗簹鷛|,069/05/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAA&bc=069&cd=%AA%6B%B5%6E++++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAJa6AAA
臺灣彰化地方法院,069法登154,15,變更登記,財團法人私立建國商業專科學校董事會,069/08/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAB&bc=069&cd=%AA%6B%B5%6E++++++++++++++++&de=000154&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAJa6AAB
臺灣彰化地方法院,070法登2,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,070/06/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAC&bc=070&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAJa6AAC
臺灣彰化地方法院,071法登1,25,設立登記,財團法人金生文教?之U基金會,071/01/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAD&bc=071&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAJa6AAD
臺灣彰化地方法院,071法登2,4,變更登記,財團法人彰化縣警化堂,071/02/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAE&bc=071&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAJa6AAE
臺灣彰化地方法院,071法登3,14,變更登記,財團法人台灣省彰化縣私立達德高級商工職業學校,071/05/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAF&bc=071&cd=%AA%6B%B5%6E++++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAF/AAAdkxAAHAAAJa6AAF
臺灣彰化地方法院,071法登5,27,變更登記,財團法人台灣省彰化縣私立培元高級中學,071/10/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAG&bc=071&cd=%AA%6B%B5%6E++++++++++++++++&de=000005&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAJa6AAG
臺灣彰化地方法院,071法登6,26,設立登記,財團法人台灣省彰化鄭成功廟(全台鄭姓大宗祠),071/08/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAH&bc=071&cd=%AA%6B%B5%6E++++++++++++++++&de=000006&ef=CHD&fg=1,output/details/CHD/AAH/AAAdkxAAHAAAJa6AAH
臺灣彰化地方法院,071法登7,28,設立登記,財團法人謝文賓文教?冗鱁簹鷛|,071/11/30,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAI&bc=071&cd=%AA%6B%B5%6E++++++++++++++++&de=000007&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAJa6AAI
臺灣彰化地方法院,071法登11,15,變更登記,財團法人私立建國商業專科學校董事會,071/12/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa6AAJ&bc=071&cd=%AA%6B%B5%6E++++++++++++++++&de=000011&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAJa6AAJ
臺灣彰化地方法院,071法登12,29,設立登記,財團法人台灣省彰化縣黃姓宗親會,072/04/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIptAAJ&bc=071&cd=%AA%6B%B5%6E++++++++++++++++&de=000012&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAIptAAJ
臺灣彰化地方法院,072法登1,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,072/01/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIptAAK&bc=072&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAIptAAK
臺灣彰化地方法院,072法登2,27,變更登記,財團法人台灣省彰化縣私立培元高級中學,072/05/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIptAAL&bc=072&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAIptAAL
臺灣彰化地方法院,072法登3,30,設立登記,財團法人基督教中華協力會,072/10/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAA&bc=072&cd=%AA%6B%B5%6E++++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAIpxAAA
臺灣彰化地方法院,073法登1,14,變更登記,財團法人台灣省彰化縣私立達德高級商工職業學校,073/01/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAB&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAIpxAAB
臺灣彰化地方法院,073法登3,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,073/02/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAC&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAIpxAAC
臺灣彰化地方法院,073法登4,31,設立登記,財團法人鹿港黃氏江夏堂大宗祠,073/04/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAD&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAIpxAAD
臺灣彰化地方法院,073法登7,33,設立登記,財團法人彰化縣私立秀和慈善事業基金會,073/07/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAE&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000007&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAIpxAAE
臺灣彰化地方法院,073法登10,15,變更登記,財團法人私立建國商業專科學校董事會,073/06/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAF&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000010&ef=CHD&fg=1,output/details/CHD/AAF/AAAdkxAAHAAAIpxAAF
臺灣彰化地方法院,073法登11,32,設立登記,財團法人社團法人彰化市八卦禪寺能仁慈善會,073/06/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAG&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000011&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAIpxAAG
臺灣彰化地方法院,073法登16,34,設立登記,財團法人彰化縣私立張?_生慈善基金會,073/12/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAH&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000016&ef=CHD&fg=1,output/details/CHD/AAH/AAAdkxAAHAAAIpxAAH
臺灣彰化地方法院,073法登21,11,變更登記,財團法人台灣省彰化縣私立曉陽高級商工職業學校,073/11/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAI&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000021&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAIpxAAI
臺灣彰化地方法院,073法登25,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,073/12/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpxAAJ&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000025&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAIpxAAJ
臺灣彰化地方法院,073法登26,8,變更登記,財團法人台灣省彰化縣私立女子文興女子高級中學,074/01/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpWAAM&bc=073&cd=%AA%6B%B5%6E++++++++++++++++&de=000026&ef=CHD&fg=1,output/details/CHD/AAM/AAAdkxAAHAAAIpWAAM
臺灣彰化地方法院,074法登1,35,設立登記,財團法人?奡筒`幼稚園,074/02/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpWAAN&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAN/AAAdkxAAHAAAIpWAAN
臺灣彰化地方法院,074法登8,19,變更登記,財團法人彰化縣私立慈生仁愛院,074/04/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAA&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000008&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAIpaAAA
臺灣彰化地方法院,074法登12,14,變更登記,財團法人台灣省彰化縣私立達德高級商工職業學校,074/05/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAB&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000012&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAIpaAAB
臺灣彰化地方法院,074法登14,36,設立登記,財團法人台灣省彰化縣基督教中華福音道路德會甘露堂,074/06/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAC&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000014&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAIpaAAC
臺灣彰化地方法院,074法登15,9,變更登記,財團法人彰化縣私立鹿港金長順泉郊慈善基金會,040/12/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAD&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000015&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAIpaAAD
臺灣彰化地方法院,074法登17,37,設立登記,財團法人王萬文教基金會,074/09/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAE&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000017&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAIpaAAE
臺灣彰化地方法院,074法登25,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,074/12/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAF&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000025&ef=CHD&fg=1,output/details/CHD/AAF/AAAdkxAAHAAAIpaAAF
臺灣彰化地方法院,074法登26,7,變更登記,財團法人台灣省彰化縣基督教浸信宣道會員林教會,075/02/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAG&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000026&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAIpaAAG
臺灣彰化地方法院,074法登27,4,變更登記,財團法人彰化縣警化堂,059/10/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAH&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000027&ef=CHD&fg=1,output/details/CHD/AAH/AAAdkxAAHAAAIpaAAH
臺灣彰化地方法院,074法登29,38,設立登記,財團法人彰化縣文化基金會,075/02/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAI&bc=074&cd=%AA%6B%B5%6E++++++++++++++++&de=000029&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAIpaAAI
臺灣彰化地方法院,075法登1,39,設立登記,財團法人彰化縣私立賴樹旺社會福利慈善事業基金會,075/03/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAJ&bc=075&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAIpaAAJ
臺灣彰化地方法院,075法登2,13,變更登記,財團法人彰化縣天理教真明彰化教會,075/03/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpaAAK&bc=075&cd=%AA%6B%B5%6E++++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAIpaAAK
臺灣彰化地方法院,075法登4,22,變更登記,財團法人天主教耶穌聖心修女會,075/04/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaLAAK&bc=075&cd=%AA%6B%B5%6E++++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAJaLAAK
臺灣彰化地方法院,075法登5,6,變更登記,財團法人彰化縣化堂,075/04/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaLAAL&bc=075&cd=%AA%6B%B5%6E++++++++++++++++&de=000005&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAJaLAAL
臺灣彰化地方法院,075法登7,15,變更登記,財團法人私立建國商業專科學校董事會,075/04/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaLAAM&bc=075&cd=%AA%6B%B5%6E++++++++++++++++&de=000007&ef=CHD&fg=1,output/details/CHD/AAM/AAAdkxAAHAAAJaLAAM
臺灣彰化地方法院,075法登8,21,變更登記,財團法人台灣省彰化縣私立精誠高級中學,075/04/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaTAAA&bc=075&cd=%AA%6B%B5%6E++++++++++++++++&de=000008&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAJaTAAA
臺灣彰化地方法院,075法登12,40,設立登記,財團法人彰化縣私立崇德社會福利慈善事業基金會,075/07/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaTAAB&bc=075&cd=%AA%6B%B5%6E++++++++++++++++&de=000012&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAJaTAAB
臺灣彰化地方法院,075法登16,41,設立登記,財團法人鹿港文教基金會,076/01/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaTAAC&bc=075&cd=%AA%6B%B5%6E++++++++++++++++&de=000016&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAJaTAAC
臺灣彰化地方法院,076法登1,44,設立登記,財團法人彰化縣平安學術文教基金會,076/03/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaTAAD&bc=076&cd=%AA%6B%B5%6E++++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAJaTAAD
