法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置
臺灣彰化地方法院,085法登他3,54,變更登記,財團法人員林蓮社文教基金會,085/01/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqAAAI&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAIqAAAI
臺灣彰化地方法院,085法登他4,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,085/02/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqAAAJ&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAIqAAAJ
臺灣彰化地方法院,085法登他5,40,變更登記,財團法人彰化縣私立崇德社會福利慈善事業基金會,085/01/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpJAAK&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000005&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAIpJAAK
臺灣彰化地方法院,085法登他6,53,變更登記,財團法人溪湖佛教蓮社文教基金會,085/02/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpJAAL&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000006&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAIpJAAL
臺灣彰化地方法院,085法登他7,21,變更登記,財團法人台灣省彰化縣私立精誠高級中學,085/02/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpNAAA&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000007&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAIpNAAA
臺灣彰化地方法院,085法登他8,8,變更登記,財團法人台灣省彰化縣私立女子文興女子高級中學,061/01/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqFAAD&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000008&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAIqFAAD
臺灣彰化地方法院,085法登他9,50,變更登記,財團法人大葉文教基金會,085/11/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqFAAE&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000009&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAIqFAAE
臺灣彰化地方法院,085法登他10,7,變更登記,財團法人中華基督教浸信宣道會員林教會,085/03/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqFAAF&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000010&ef=CHD&fg=1,output/details/CHD/AAF/AAAdkxAAHAAAIqFAAF
臺灣彰化地方法院,085法登他11,27,變更登記,財團法人台灣省彰化縣私立培元高級中學,085/03/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqFAAG&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000011&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAIqFAAG
臺灣彰化地方法院,085法登他12,111,變更登記,財團法人臺灣省彰化縣彰化市教會聚會所,085/04/30,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqFAAH&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000012&ef=CHD&fg=1,output/details/CHD/AAH/AAAdkxAAHAAAIqFAAH
臺灣彰化地方法院,085法登他13,93,變更登記,社團法人彰化縣天靈慈善會,085/04/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqFAAI&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000013&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAIqFAAI
臺灣彰化地方法院,085法登他14,2,變更登記,財團法人私立中州工商專科學校,085/04/30,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqFAAJ&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000014&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAIqFAAJ
臺灣彰化地方法院,085法登他15,119,變更登記,財團法人仁愛殘障文教基金會,085/05/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqFAAK&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000015&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAIqFAAK
臺灣彰化地方法院,085法登他17,15,變更登記,財團法人私立建國工商專科學校,085/05/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpRAAL&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000017&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAIpRAAL
臺灣彰化地方法院,085法登他18,145,變更登記,財團法人中醫藥發展基金會,085/05/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpSAAA&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000018&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAIpSAAA
臺灣彰化地方法院,085法登他19,128,變更登記,財團法人彰化縣私立至誠社會福利慈善事業基金會,085/06/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpSAAB&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000019&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAIpSAAB
臺灣彰化地方法院,085法登他23,46,變更登記,財團法人私立小天才幼稚園,085/11/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa2AAF&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000023&ef=CHD&fg=1,output/details/CHD/AAF/AAAdkxAAHAAAJa2AAF
臺灣彰化地方法院,085法登他24,109,變更登記,財團法人施金山文教基金會,085/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa2AAG&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000024&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAJa2AAG
臺灣彰化地方法院,085法登他25,8,變更登記,財團法人台灣省彰化縣私立文興高級中學,085/12/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa2AAH&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000025&ef=CHD&fg=1,output/details/CHD/AAH/AAAdkxAAHAAAJa2AAH
臺灣彰化地方法院,085法登他26,25,變更登記,財團法人金生文教?之U基金會,085/11/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa2AAI&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000026&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAJa2AAI
臺灣彰化地方法院,085法登他27,11,變更登記,財團法人台灣省彰化縣私立曉陽高級商工職業學校,086/04/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa2AAJ&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000027&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAJa2AAJ
臺灣彰化地方法院,085法登他28,51,變更登記,財團法人臺灣省彰化社會教育館社會教育基金會,086/01/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa2AAK&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000028&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAJa2AAK
臺灣彰化地方法院,085法登他29,14,變更登記,財團法人台灣省彰化縣私立達德高級商工職業學校,085/12/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbCAAJ&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000029&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAJbCAAJ
臺灣彰化地方法院,085法登他31,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,086/01/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbCAAK&bc=085&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000031&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAJbCAAK
臺灣彰化地方法院,085法登社2,144,設立登記,社團法人彰化縣八卦山郵學會,085/05/09,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbGAAA&bc=085&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAJbGAAA
臺灣彰化地方法院,085法登社3,146,設立登記,社團法人彰化縣統一早泳會,085/05/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbGAAB&bc=085&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAJbGAAB
臺灣彰化地方法院,085法登社4,147,設立登記,社團法人彰化縣員林鎮浮圳社區發展協會,085/07/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbGAAC&bc=085&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAJbGAAC
臺灣彰化地方法院,085法登社8,149,設立登記,社團法人彰化縣和美鎮老人會,085/09/18,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa7AAG&bc=085&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000008&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAJa7AAG
臺灣彰化地方法院,085法登社10,150,設立登記,社團法人中華民國聾啞資源協會,085/09/30,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa7AAI&bc=085&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000010&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAJa7AAI
臺灣彰化地方法院,085法登社11,155,設立登記,社團法人彰化縣忠義慈善會,085/12/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbHAAI&bc=085&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000011&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAJbHAAI
臺灣彰化地方法院,085法登社12,167,設立登記,社團法人彰化縣天德教會,086/07/29,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbHAAJ&bc=085&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000012&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAJbHAAJ
臺灣彰化地方法院,085法登社13,154,設立登記,社團法人中華民國健康人生協進會,085/10/30,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbHAAK&bc=085&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000013&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAJbHAAK
臺灣彰化地方法院,085法登財1,141,設立登記,財團法人和美教會聚會所,085/01/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbHAAM&bc=085&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAM/AAAdkxAAHAAAJbHAAM
臺灣彰化地方法院,085法登財3,142,設立登記,財團法人和美天佑宮,085/05/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaMAAA&bc=085&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAJaMAAA
臺灣彰化地方法院,085法登財4,143,設立登記,財團法人彰化縣私立柯豆社會福利慈善事業基金會,085/05/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaMAAB&bc=085&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAJaMAAB
臺灣彰化地方法院,085法登財7,148,設立登記,財團法人彰化縣朝陽文教基金會,085/09/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqEAAG&bc=085&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000007&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAIqEAAG
臺灣彰化地方法院,085法登財12,156,設立登記,財團法人彰化縣社頭教會聚會所,085/12/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqEAAI&bc=085&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000012&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAIqEAAI
臺灣彰化地方法院,085法登財13,157,設立登記,財團法人彰化縣育兒福幼稚教育基金會,085/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIqEAAJ&bc=085&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000013&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAIqEAAJ
臺灣彰化地方法院,085法登財14,158,設立登記,財團法人中華宗教文教基金會,085/12/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpNAAK&bc=085&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000014&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAIpNAAK
臺灣彰化地方法院,086法登他1,5,變更登記,財團法人彰化縣武聖宮,086/03/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpNAAL&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000001&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAIpNAAL
臺灣彰化地方法院,086法登他2,45,變更登記,財團法人彰化縣私立廣成社會福利慈善事業基金會,086/01/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpNAAM&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000002&ef=CHD&fg=1,output/details/CHD/AAM/AAAdkxAAHAAAIpNAAM
臺灣彰化地方法院,086法登他3,23,變更登記,財團法人彰化縣私立武聖宮慈善事業基金會,086/03/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpZAAA&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000003&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAIpZAAA
臺灣彰化地方法院,086法登他4,57,變更登記,財團法人鹿港教會聚會所,086/02/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpZAAB&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000004&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAIpZAAB
臺灣彰化地方法院,086法登他5,145,變更登記,財團法人中醫藥發展基金會,086/02/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpZAAC&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000005&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAIpZAAC
臺灣彰化地方法院,086法登他6,140,變更登記,財團法人彰化縣私立愛如心老人養護中心,086/03/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpZAAD&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000006&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAIpZAAD
臺灣彰化地方法院,086法登他7,59,變更登記,財團法人中華杏林基金會,086/03/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpZAAE&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000007&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAIpZAAE
臺灣彰化地方法院,086法登他8,27,變更登記,財團法人臺灣省彰化縣私立培元高級中學,086/04/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpKAAI&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000008&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAIpKAAI
臺灣彰化地方法院,086法登他9,34,變更登記,財團法人彰化縣私立張?_生慈善基金會,086/10/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpKAAJ&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000009&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAIpKAAJ
臺灣彰化地方法院,086法登他11,90,變更登記,財團法人彰化縣私立謝成哲社會福利慈善事業基金會,086/04/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpKAAK&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000011&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAIpKAAK
臺灣彰化地方法院,086法登他13,1,變更登記,財團法人彰化縣彰化八卦山風景協建會,086/04/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpKAAL&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000013&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAIpKAAL
臺灣彰化地方法院,086法登他14,93,變更登記,社團法人彰化縣天靈慈善會,086/04/28,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpSAAL&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000014&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAIpSAAL
臺灣彰化地方法院,086法登他15,38,變更登記,財團法人彰化縣文化基金會,086/04/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpVAAA&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000015&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAIpVAAA
臺灣彰化地方法院,086法登他16,11,變更登記,財團法人台灣省彰化縣私立曉陽高級商工職業學校,086/05/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpVAAB&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000016&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAIpVAAB
臺灣彰化地方法院,086法登他17,21,變更登記,財團法人台灣省彰化縣私立精誠高級中學,086/06/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpVAAC&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000017&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAIpVAAC
臺灣彰化地方法院,086法登他18,14,變更登記,財團法人台灣省彰化縣私立達德高級商工職業學校,086/07/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpVAAD&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000018&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAIpVAAD
臺灣彰化地方法院,086法登他19,140,變更登記,財團法人彰化縣私立愛如心老人養護中心,086/06/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpVAAE&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000019&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAIpVAAE
臺灣彰化地方法院,086法登他20,149,變更登記,社團法人彰化縣和美鎮老人會,086/06/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpVAAF&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000020&ef=CHD&fg=1,output/details/CHD/AAF/AAAdkxAAHAAAIpVAAF
臺灣彰化地方法院,086法登他21,134,變更登記,財團法人彰化基督教醫院,086/06/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAIpVAAG&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000021&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAIpVAAG
臺灣彰化地方法院,086法登他22,136,變更登記,財團法人建大文化教育基金會,086/06/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2BAAH&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000022&ef=CHD&fg=1,output/details/CHD/AAH/AAAdkxAAHAAAJa%2BAAH
臺灣彰化地方法院,086法登他23,42,變更登記,財團法人彰化縣員林寺,086/07/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2BAAI&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000023&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAJa%2BAAI
臺灣彰化地方法院,086法登他24,114,變更登記,財團法人賴和文教基金會,086/07/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2BAAJ&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000024&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAJa%2BAAJ
臺灣彰化地方法院,086法登他25,48,變更登記,財團法人全興文教基金會,086/08/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbGAAI&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000025&ef=CHD&fg=1,output/details/CHD/AAI/AAAdkxAAHAAAJbGAAI
臺灣彰化地方法院,086法登他26,22,變更登記,財團法人天主教耶穌聖心修女會,086/08/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbGAAJ&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000026&ef=CHD&fg=1,output/details/CHD/AAJ/AAAdkxAAHAAAJbGAAJ
臺灣彰化地方法院,086法登他27,30,變更登記,財團法人基督教中華協力會,086/09/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbGAAK&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000027&ef=CHD&fg=1,output/details/CHD/AAK/AAAdkxAAHAAAJbGAAK
臺灣彰化地方法院,086法登他28,37,變更登記,財團法人王萬進文教基金會,086/09/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJbGAAL&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000028&ef=CHD&fg=1,output/details/CHD/AAL/AAAdkxAAHAAAJbGAAL
臺灣彰化地方法院,086法登他29,26,變更登記,財團法人台灣省彰化鄭成功廟(全台鄭姓大宗祠),,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaPAAA&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000029&ef=CHD&fg=1,output/details/CHD/AAA/AAAdkxAAHAAAJaPAAA
臺灣彰化地方法院,086法登他30,24,變更登記,財團法人彰化縣後備軍人子女?冗簹鷛|,086/10/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaPAAB&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000030&ef=CHD&fg=1,output/details/CHD/AAB/AAAdkxAAHAAAJaPAAB
臺灣彰化地方法院,086法登他32,19,變更登記,財團法人彰化縣私立慈生仁愛院,084/07/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaPAAC&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000032&ef=CHD&fg=1,output/details/CHD/AAC/AAAdkxAAHAAAJaPAAC
臺灣彰化地方法院,086法登他33,126,變更登記,社團法人臺灣省企業人力資源發展學會,084/04/29,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaPAAD&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000033&ef=CHD&fg=1,output/details/CHD/AAD/AAAdkxAAHAAAJaPAAD
臺灣彰化地方法院,086法登他34,10,變更登記,財團法人台灣省彰化縣私立正德高級工商職業學校,086/11/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJaPAAE&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000034&ef=CHD&fg=1,output/details/CHD/AAE/AAAdkxAAHAAAJaPAAE
臺灣彰化地方法院,086法登他35,121,變更登記,財團法人彰化縣私立圓通老人養護中心,084/07/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAJa%2FAAG&bc=086&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000035&ef=CHD&fg=1,output/details/CHD/AAG/AAAdkxAAHAAAJa%2FAAG
