法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置
臺灣嘉義地方法院,043法4,2,設立登記,財團法人嘉義教會聚會所,043/04/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3BAAA&bc=043&cd=%AA%6B++++++++++++++++++&de=000004&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL3BAAA.json
臺灣嘉義地方法院,044法6,3,設立登記,財團法人私立嘉義博愛救濟院,044/07/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL29AAC&bc=044&cd=%AA%6B++++++++++++++++++&de=000006&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL29AAC.json
臺灣嘉義地方法院,045法5,4,設立登記,財團法人台灣省私立嘉義救濟院,045/02/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL29AAD&bc=045&cd=%AA%6B++++++++++++++++++&de=000005&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL29AAD.json
臺灣嘉義地方法院,045法登7,5,設立登記,財團法人天主教會嘉義教區,045/05/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL29AAE&bc=045&cd=%AA%6B%B5%6E++++++++++++++++&de=000007&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL29AAE.json
臺灣嘉義地方法院,047法3,10,設立登記,財團法人台灣糖業公司蒜頭糖廠職工福利委員會,047/07/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3BAAB&bc=047&cd=%AA%6B++++++++++++++++++&de=000003&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL3BAAB.json
臺灣嘉義地方法院,047法4,11,設立登記,財團法人台灣糖業股份有限公司南靖糖廠職工福利委員會,047/07/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2RAAC&bc=047&cd=%AA%6B++++++++++++++++++&de=000004&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL2RAAC.json
臺灣嘉義地方法院,048法10,9,設立登記,財團法人台灣糖業公司大林糖廠職工福利委員會,048/06/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2RAAD&bc=048&cd=%AA%6B++++++++++++++++++&de=000010&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL2RAAD.json
臺灣嘉義地方法院,049法5,13,設立登記,財團法人中國佛教會台灣省嘉義縣支會,049/03/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2RAAE&bc=049&cd=%AA%6B++++++++++++++++++&de=000005&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL2RAAE.json
臺灣嘉義地方法院,049法10,14,設立登記,財團法人嘉義縣醫師公會,049/04/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2VAAA&bc=049&cd=%AA%6B++++++++++++++++++&de=000010&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL2VAAA.json
臺灣嘉義地方法院,050法19,20,設立登記,財團法人基督教會臺灣宣道長老會總會,050/06/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2VAAB&bc=050&cd=%AA%6B++++++++++++++++++&de=000019&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL2VAAB.json
臺灣嘉義地方法院,050法28,21,設立登記,財團法人嘉義縣柯蔡宗親會,050/12/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2WAAC&bc=050&cd=%AA%6B++++++++++++++++++&de=000028&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL2WAAC.json
臺灣嘉義地方法院,051法24,24,設立登記,財團法人嘉義市北社尾純忠公祭祀會,051/11/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2WAAE&bc=051&cd=%AA%6B++++++++++++++++++&de=000024&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL2WAAE.json
臺灣嘉義地方法院,052法5,27,設立登記,財團法人嘉義縣私立稚暉初級中學董事會,052/03/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2XAAA&bc=052&cd=%AA%6B++++++++++++++++++&de=000005&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL2XAAA.json
臺灣嘉義地方法院,052法7,28,設立登記,財團法人世界紅卍字會台灣自嘉義縣分會,052/03/30,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2XAAB&bc=052&cd=%AA%6B++++++++++++++++++&de=000007&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL2XAAB.json
臺灣嘉義地方法院,052法8,29,設立登記,財團法人嘉義市北社尾振淨公祭祀會,052/04/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL21AAB&bc=052&cd=%AA%6B++++++++++++++++++&de=000008&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL21AAB.json
臺灣嘉義地方法院,052法12,30,設立登記,社團法人東陽造紙廠股份有限公司,052/06/28,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2xAAC&bc=052&cd=%AA%6B++++++++++++++++++&de=000012&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL2xAAC.json
臺灣嘉義地方法院,054法5,33,設立登記,財團法人台灣省嘉義縣私立輔仁初級中學董事會,054/02/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2xAAD&bc=054&cd=%AA%6B++++++++++++++++++&de=000005&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL2xAAD.json
臺灣嘉義地方法院,054法6,34,設立登記,財團法人台灣省嘉義縣私立嘉華初級中學董事會,054/06/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2xAAE&bc=054&cd=%AA%6B++++++++++++++++++&de=000006&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL2xAAE.json
臺灣嘉義地方法院,054法11,35,設立登記,財團法人天主教聖言會,054/07/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL21AAA&bc=054&cd=%AA%6B++++++++++++++++++&de=000011&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL21AAA.json
臺灣嘉義地方法院,054法13,36,設立登記,財團法人私立吳鳳商業專科學校董事會,054/08/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3KAAB&bc=054&cd=%AA%6B++++++++++++++++++&de=000013&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL3KAAB.json
臺灣嘉義地方法院,054法14,37,設立登記,財團法人嘉義縣張廖簡姓宗親會,054/09/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL4FAAC&bc=054&cd=%AA%6B++++++++++++++++++&de=000014&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL4FAAC.json
臺灣嘉義地方法院,054法30,38,設立登記,財團法人台灣省嘉義縣天主教本篤會中國傳教會董事會,054/12/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL4FAAD&bc=054&cd=%AA%6B++++++++++++++++++&de=000030&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL4FAAD.json
臺灣嘉義地方法院,054法36,39,設立登記,財團法人台灣省嘉義縣基督教中華福音道路德會,054/12/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL4FAAE&bc=054&cd=%AA%6B++++++++++++++++++&de=000036&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL4FAAE.json
臺灣嘉義地方法院,054法37,40,設立登記,財團法人台灣省嘉義縣民雄鄉慈濟寺,055/01/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3KAAA&bc=054&cd=%AA%6B++++++++++++++++++&de=000037&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL3KAAA.json
臺灣嘉義地方法院,055法4,41,設立登記,財團法人台灣省嘉義縣朴子高明寺,055/05/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3wAAB&bc=055&cd=%AA%6B++++++++++++++++++&de=000004&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL3wAAB.json
臺灣嘉義地方法院,055法5,42,設立登記,社團法人嘉民食品工業股份有限公司,055/06/11,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3sAAC&bc=055&cd=%AA%6B++++++++++++++++++&de=000005&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL3sAAC.json
臺灣嘉義地方法院,055法7,133,設立登記,財團法人台灣省嘉義縣布袋鎮過溝建德宮,055/09/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3sAAD&bc=055&cd=%AA%6B++++++++++++++++++&de=000007&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL3sAAD.json
臺灣嘉義地方法院,055登法人10,44,設立登記,財團法人嘉義縣嘉義市保生大帝震安宮,055/12/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3sAAE&bc=055&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000010&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL3sAAE.json
臺灣嘉義地方法院,056登法人2,45,設立登記,財團法人聖廟太元宮,056/04/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3wAAA&bc=056&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000002&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL3wAAA.json
臺灣嘉義地方法院,056登法人3,46,設立登記,財團法人台灣省嘉義縣私立宏仁女子初級中學董事會,056/05/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL4EAAB&bc=056&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000003&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL4EAAB.json
臺灣嘉義地方法院,057登法人3,47,設立登記,財團法人嘉義縣私立協同初級中學,057/04/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL38AAC&bc=057&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000003&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL38AAC.json
臺灣嘉義地方法院,057登法人8,48,設立登記,財團法人嘉義教會聚會所,057/07/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL38AAD&bc=057&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000008&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL38AAD.json
臺灣嘉義地方法院,057登法人9,49,設立登記,財團法人臺灣省嘉義縣嘉義市普德佛堂,057/08/30,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL38AAE&bc=057&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000009&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL38AAE.json
臺灣嘉義地方法院,058登法人3,50,設立登記,財團法人台灣省嘉義縣天主教會嘉義教區中華聖母會,058/05/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL4EAAA&bc=058&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000003&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL4EAAA.json
臺灣嘉義地方法院,059登法人3,52,設立登記,財團法人台灣省嘉義縣先天玉虛宮,059/02/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2hAAB&bc=059&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000003&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL2hAAB.json
臺灣嘉義地方法院,059登法人4,53,設立登記,財團法人蔡丁炎?冗簹鷒釣|,059/03/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2eAAC&bc=059&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000004&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL2eAAC.json
臺灣嘉義地方法院,059登法人17,54,設立登記,財團法人台灣省嘉義縣天主教聖愛會,059/06/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2eAAD&bc=059&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000017&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL2eAAD.json
臺灣嘉義地方法院,059登法人22,55,設立登記,財團法人台灣省嘉義縣嘉義市朝天宮,059/11/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2eAAE&bc=059&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000022&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL2eAAE.json
臺灣嘉義地方法院,060法人登6,56,設立登記,財團法人台灣省嘉義縣私立?P志高級工商職業學校董事會,060/05/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2hAAA&bc=060&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000006&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL2hAAA.json
臺灣嘉義地方法院,060登法人14,57,設立登記,財團法人台灣省嘉義縣私立同濟初級中學,060/09/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2fAAB&bc=060&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000014&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL2fAAB.json
臺灣嘉義地方法院,061登法人7,60,設立登記,財團法人嘉義縣私立濟美救濟院,061/09/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2bAAD&bc=061&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000007&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL2bAAD.json
臺灣嘉義地方法院,061登法人8,58,設立登記,財團法人台灣省嘉義縣私立萬能高級工商職業學校,061/05/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2bAAE&bc=061&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000008&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL2bAAE.json
臺灣嘉義地方法院,061登法人10,59,設立登記,財團法人台灣省嘉義縣祭祀公業何大宗(又名何堂記)會,061/08/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2fAAA&bc=061&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000010&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL2fAAA.json
臺灣嘉義地方法院,062法人登27,70,設立登記,財團法人嘉義縣嘉義市遊天宮,062/12/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2RAAB&bc=062&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000027&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL2RAAB.json
臺灣嘉義地方法院,062法登6,62,設立登記,財團法人台灣省嘉義縣私立崇仁高級護理助產職業學校,062/05/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2TAAC&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000006&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL2TAAC.json
臺灣嘉義地方法院,062法登8,65,設立登記,財團法人台灣省嘉義縣城隍廟,062/05/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2TAAD&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000008&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL2TAAD.json
臺灣嘉義地方法院,062法登9,63,設立登記,財團法人臺灣省嘉義縣私立大同高級商業職業學校,062/05/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2TAAE&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000009&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL2TAAE.json
臺灣嘉義地方法院,062法登10,64,設立登記,財團法人私立大同商業專科學校,062/05/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2RAAA&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000010&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL2RAAA.json
臺灣嘉義地方法院,062法登13,66,設立登記,財團法人嘉義縣私立協和高級工商職業學校,062/06/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2OAAB&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000013&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL2OAAB.json
臺灣嘉義地方法院,062法登15,69,設立登記,財團法人臺灣省嘉義縣天后宮,062/07/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3FAAC&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000015&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL3FAAC.json
臺灣嘉義地方法院,062法登18,14,變更登記,財團法人嘉義縣醫師公會,062/07/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3FAAD&bc=062&cd=%AA%6B%B5%6E++++++++++++++++&de=000018&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL3FAAD.json
臺灣嘉義地方法院,062登法人4,61,設立登記,財團法人台灣省嘉義縣私立立仁女子高級工商職業學校,062/03/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3FAAE&bc=062&cd=%B5%6E%AA%6B%A4%48++++++++++++++&de=000004&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL3FAAE.json
臺灣嘉義地方法院,063法人登10,72,設立登記,財團法人台灣省嘉義縣私立嘉南工商職業補習學校,063/06/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2OAAA&bc=063&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000010&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL2OAAA.json
臺灣嘉義地方法院,063法人登12,73,設立登記,財團法人台灣省嘉義縣私立明華家事商業職業補習學校,063/12/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2xAAB&bc=063&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000012&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL2xAAB.json
臺灣嘉義地方法院,063法人登19,74,設立登記,財團法人嘉義縣私立興華中學,063/11/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2NAAF&bc=063&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000019&ef=CYD&fg=1,output/details/CYD/AAF/AAAdkxAAHAAAL2NAAF.json
臺灣嘉義地方法院,063法人登24,75,設立登記,財團法人臺灣省嘉義縣嘉義市南天門太子行宮,063/12/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2NAAG&bc=063&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000024&ef=CYD&fg=1,output/details/CYD/AAG/AAAdkxAAHAAAL2NAAG.json
臺灣嘉義地方法院,064法人登6,76,設立登記,財團法人台灣省嘉義縣嘉義南屏宮,064/05/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2NAAH&bc=064&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000006&ef=CYD&fg=1,output/details/CYD/AAH/AAAdkxAAHAAAL2NAAH.json
臺灣嘉義地方法院,064法人登7,77,設立登記,財團法人臺灣省嘉義縣私立神州補習學校,064/05/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2xAAA&bc=064&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000007&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL2xAAA.json
臺灣嘉義地方法院,064法人登8,79,設立登記,財團法人台灣省嘉義縣私立吳鳳中學,064/05/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2LAAE&bc=064&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000008&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL2LAAE.json
臺灣嘉義地方法院,064法人登12,78,設立登記,財團法人台灣省嘉義縣嘉義市太元寺,064/05/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2LAAA&bc=064&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000012&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL2LAAA.json
臺灣嘉義地方法院,064法人登26,80,設立登記,財團法人台灣省嘉義縣嘉義市增光寺,064/10/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2LAAB&bc=064&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000026&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL2LAAB.json
臺灣嘉義地方法院,064法人登35,55,變更登記,財團法人台灣省嘉義縣嘉義市朝天宮,064/12/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2LAAC&bc=064&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000035&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL2LAAC.json
臺灣嘉義地方法院,064法人登37,83,設立登記,財團法人台灣省嘉義縣新港奉天宮,064/12/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL2LAAD&bc=064&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000037&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL2LAAD.json
臺灣嘉義地方法院,065法人登1,84,設立登記,財團法人台灣省嘉義縣嘉義市大天宮,065/01/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL35AAB&bc=065&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000001&ef=CYD&fg=1,output/details/CYD/AAB/AAAdkxAAHAAAL35AAB.json
臺灣嘉義地方法院,065法人登2,85,設立登記,財團法人台灣省嘉義縣義德寺,065/02/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL31AAC&bc=065&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000002&ef=CYD&fg=1,output/details/CYD/AAC/AAAdkxAAHAAAL31AAC.json
臺灣嘉義地方法院,065法人登8,86,設立登記,財團法人台灣省嘉義縣嘉市伏龍宮,065/03/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL31AAD&bc=065&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000008&ef=CYD&fg=1,output/details/CYD/AAD/AAAdkxAAHAAAL31AAD.json
臺灣嘉義地方法院,065法人登13,88,設立登記,財團法人台灣省嘉義縣義竹鄉普照寺,065/05/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL31AAE&bc=065&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000013&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL31AAE.json
臺灣嘉義地方法院,065法人登14,89,設立登記,財團法人台灣省嘉義縣嘉義市福社宮,065/05/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL35AAA&bc=065&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000014&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL35AAA.json
臺灣嘉義地方法院,065法人登22,13,變更登記,財團法人中國佛教會台灣省嘉義縣支會,065/08/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3GAAE&bc=065&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000022&ef=CYD&fg=1,output/details/CYD/AAE/AAAdkxAAHAAAL3GAAE.json
臺灣嘉義地方法院,065法人登25,91,設立登記,財團法人臺灣省嘉義縣新港鄉中洋村北極玄天宮,065/10/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAL3GAAA&bc=065&cd=%AA%6B%A4%48%B5%6E++++++++++++++&de=000025&ef=CYD&fg=1,output/details/CYD/AAA/AAAdkxAAHAAAL3GAAA.json
