法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,
臺灣臺南地方法院,096法登他145,575,變更登記,財團法人台南縣私立萬安社會福利慈善事業基金會,096/08/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1BAAG&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000145&ef=TND&fg=1,
臺灣臺南地方法院,096法登他146,294,變更登記,財團法人白河兒童文教基金會,096/09/04,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM2HAAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000146&ef=TND&fg=1,
臺灣臺南地方法院,096法登他147,346,變更登記,財團法人蘇雪林教授學術文化基金會,096/09/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM2HAAJ&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000147&ef=TND&fg=1,
臺灣臺南地方法院,096法登他148,575,變更登記,財團法人台南縣私立萬安社會福利慈善事業基金會,096/09/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1eAAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000148&ef=TND&fg=1,
臺灣臺南地方法院,096法登他149,13,變更登記,財團法人台南市私立長榮女子高級中學,096/09/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1eAAJ&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000149&ef=TND&fg=1,
臺灣臺南地方法院,096法登他150,82,變更登記,財團法人台南市私立寶仁國民小學,096/09/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1YAAA&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000150&ef=TND&fg=1,
臺灣臺南地方法院,096法登他151,5,變更登記,財團法人台鹽實業股份有限公司職工福利委員會,096/09/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1YAAB&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000151&ef=TND&fg=1,
臺灣臺南地方法院,096法登他152,286,變更登記,社團法人台南市噶瑪噶居戒癮協進會,096/09/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1YAAC&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000152&ef=TND&fg=1,
臺灣臺南地方法院,096法登他153,135,變更登記,財團法人台南市私立行原社會福利慈善事業基金會,096/09/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM14AAF&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000153&ef=TND&fg=1,
臺灣臺南地方法院,096法登他154,34,變更登記,財團法人台灣基督傳道會,096/09/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM14AAG&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000154&ef=TND&fg=1,
臺灣臺南地方法院,096法登他155,583,變更登記,財團法人台南市私立健生障礙照護中心,096/09/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM14AAH&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000155&ef=TND&fg=1,
臺灣臺南地方法院,096法登他156,439,變更登記,社團法人國際獅子會台灣總會台灣省第三聯合會,096/09/21,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM14AAJ&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000156&ef=TND&fg=1,
臺灣臺南地方法院,096法登他157,90,變更登記,財團法人台南縣高爾夫俱樂部,096/09/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM14AAK&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000157&ef=TND&fg=1,
臺灣臺南地方法院,096法登他158,543,變更登記,社團法人台南市社區大學研究發展學會,096/09/21,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0ZAAJ&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000158&ef=TND&fg=1,
臺灣臺南地方法院,096法登他159,693,變更登記,社團法人台灣基督教兒童青少年關懷協會,096/09/21,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0eAAA&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000159&ef=TND&fg=1,
臺灣臺南地方法院,096法登他160,98,變更登記,財團法人台灣省私立普門仁愛之家,096/09/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0eAAB&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000160&ef=TND&fg=1,
臺灣臺南地方法院,096法登他161,524,變更登記,財團法人台南縣一貫道義和聖堂,096/09/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1wAAG&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000161&ef=TND&fg=1,
臺灣臺南地方法院,096法登他162,201,變更登記,財團法人國立成功大學文教基金會,096/09/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0eAAC&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000162&ef=TND&fg=1,
臺灣臺南地方法院,096法登他163,520,變更登記,財團法人台南市私立朝興社會福利慈善事業基金會,096/10/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1wAAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000163&ef=TND&fg=1,
臺灣臺南地方法院,096法登他165,287,變更登記,財團法人國立臺南大學校務發展文教基金會,096/10/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0QAAA&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000165&ef=TND&fg=1,
臺灣臺南地方法院,096法登他166,511,變更登記,財團法人台南市立中山國中教育基金會,096/10/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0QAAC&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000166&ef=TND&fg=1,
臺灣臺南地方法院,096法登他167,191,變更登記,財團法人台南縣後備軍人（子女）獎學教育事務基金會,096/10/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0QAAB&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000167&ef=TND&fg=1,
臺灣臺南地方法院,096法登他168,272,變更登記,財團法人成大水利海洋研究發展文教基金會,096/10/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0QAAD&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000168&ef=TND&fg=1,
臺灣臺南地方法院,096法登他169,103,變更登記,財團法人台灣省台南市伊甸基督教會,096/10/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0RAAJ&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000169&ef=TND&fg=1,
臺灣臺南地方法院,096法登他170,102,變更登記,財團法人天主教聖母無原罪方濟傳教修女會,096/10/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0RAAK&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000170&ef=TND&fg=1,
臺灣臺南地方法院,096法登他172,65,變更登記,財團法人南臺科技大學,096/11/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1FAAD&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000172&ef=TND&fg=1,
臺灣臺南地方法院,096法登他173,473,變更登記,財團法人台南縣私立邱瑞山社會福利慈善事業基金會,096/11/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1FAAE&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000173&ef=TND&fg=1,
臺灣臺南地方法院,096法登他174,97,變更登記,財團法人台南市濟陽柯蔡公所,096/11/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1FAAH&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000174&ef=TND&fg=1,
臺灣臺南地方法院,096法登他175,238,變更登記,財團法人成大土木文教基金會,096/11/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1FAAG&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000175&ef=TND&fg=1,
臺灣臺南地方法院,096法登他176,48,變更登記,財團法人崑山科技大學,096/11/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1FAAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000176&ef=TND&fg=1,
臺灣臺南地方法院,096法登他177,124,變更登記,財團法人台灣省台南市中華鹿耳門外內丹功道館,096/11/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1UAAH&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000177&ef=TND&fg=1,
臺灣臺南地方法院,096法登他178,56,變更登記,財團法人遠東科技大學,096/11/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1UAAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000178&ef=TND&fg=1,
臺灣臺南地方法院,096法登他180,91,變更登記,財團法人敏惠醫護管理專科學校,096/11/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM07AAG&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000180&ef=TND&fg=1,
臺灣臺南地方法院,096法登他181,378,變更登記,財團法人台南縣私立蓮心園社會福利慈善事業基金會,096/11/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM07AAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000181&ef=TND&fg=1,
臺灣臺南地方法院,096法登他182,421,變更登記,財團法人台南神學院基金會,096/11/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0bAAH&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000182&ef=TND&fg=1,
臺灣臺南地方法院,096法登他183,298,變更登記,財團法人成功大學企業管理文教基金會,096/11/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM07AAH&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000183&ef=TND&fg=1,
臺灣臺南地方法院,096法登他184,435,變更登記,財團法人樺欽文教基金會,096/11/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0nAAD&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000184&ef=TND&fg=1,
臺灣臺南地方法院,096法登他185,270,變更登記,財團法人台南市私立立信社會福利慈善事業基金會,096/12/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0nAAE&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000185&ef=TND&fg=1,
臺灣臺南地方法院,096法登他186,47,變更登記,財團法人台灣省台南縣私立黎明高級中學,096/12/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM08AAH&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000186&ef=TND&fg=1,
臺灣臺南地方法院,096法登他187,254,變更登記,財團法人台南市立安平國中文教基金會,096/12/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0LAAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000187&ef=TND&fg=1,
臺灣臺南地方法院,096法登他188,42,變更登記,財團法人台灣省台南市私立慈幼高級工商職業學校,096/12/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0nAAF&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000188&ef=TND&fg=1,
臺灣臺南地方法院,096法登他189,25,變更登記,財團法人台灣省台南市私立南英高級商工職業學校,096/12/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0LAAJ&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000189&ef=TND&fg=1,
臺灣臺南地方法院,096法登他190,223,變更登記,財團法人私立長榮大學,096/12/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0LAAK&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000190&ef=TND&fg=1,
臺灣臺南地方法院,096法登他191,50,變更登記,財團法人台灣省台南市天主教聖德蘭文教團,096/12/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM2HAAF&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000191&ef=TND&fg=1,
臺灣臺南地方法院,096法登他192,253,變更登記,財團法人臺南市私立家億社會福利慈善事業基金會,096/12/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0TAAA&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000192&ef=TND&fg=1,
臺灣臺南地方法院,096法登他193,45,變更登記,財團法人台灣省台南市私立聖功女子高級中學,096/12/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0TAAB&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000193&ef=TND&fg=1,
臺灣臺南地方法院,096法登他194,46,變更登記,財團法人台灣省台南市台南基督教會,096/12/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0jAAK&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000194&ef=TND&fg=1,
臺灣臺南地方法院,096法登他196,619,變更登記,財團法人基督教台南聖教會,096/12/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM2AAAC&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000196&ef=TND&fg=1,
臺灣臺南地方法院,096法登他197,85,變更登記,財團法人台灣省台南縣私立育德工業家事職業學校,096/12/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0bAAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000197&ef=TND&fg=1,
臺灣臺南地方法院,096法登他198,547,變更登記,社團法人台南縣失能復健之友協會,096/12/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM2AAAL&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000198&ef=TND&fg=1,
臺灣臺南地方法院,096法登他199,606,變更登記,財團法人伊甸社會福利基金會,096/12/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM13AAE&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000199&ef=TND&fg=1,
臺灣臺南地方法院,096法登他200,355,變更登記,財團法人張桐生學術文教基金會,096/12/14,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM13AAF&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000200&ef=TND&fg=1,
臺灣臺南地方法院,096法登他201,26,變更登記,財團法人台灣省台南縣私立南光高級中學,096/12/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMb4AAC&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000201&ef=TND&fg=1,
臺灣臺南地方法院,096法登他202,13,變更登記,財團法人台南市私立長榮女子高級中學,097/01/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1wAAJ&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000202&ef=TND&fg=1,
臺灣臺南地方法院,096法登他203,60,變更登記,財團法人中華醫事科技大學,096/12/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMb4AAD&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000203&ef=TND&fg=1,
臺灣臺南地方法院,096法登他204,585,變更登記,社團法人台南市肢障者生活重建協會,096/12/19,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMaZAAE&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000204&ef=TND&fg=1,
臺灣臺南地方法院,096法登他205,314,變更登記,財團法人中華基督教新營浸信會,096/12/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM2AAAD&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000205&ef=TND&fg=1,
臺灣臺南地方法院,096法登他206,662,變更登記,社團法人台南市社區關懷協會,096/12/21,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMaZAAF&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000206&ef=TND&fg=1,
臺灣臺南地方法院,096法登他207,55,變更登記,財團法人南榮技術學院,096/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0MAAK&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000207&ef=TND&fg=1,
臺灣臺南地方法院,096法登他208,49,變更登記,財團法人嘉南藥理科技大學,097/01/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1FAAF&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000208&ef=TND&fg=1,
臺灣臺南地方法院,096法登他209,712,變更登記,社團法人台南市能仁佛學研究學會,096/12/25,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM2AAAJ&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000209&ef=TND&fg=1,
臺灣臺南地方法院,096法登他210,40,變更登記,財團法人台灣省台南市私立德光女子高級中學,096/12/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM14AAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000210&ef=TND&fg=1,
臺灣臺南地方法院,096法登他211,36,變更登記,財團法人台南市亞洲高級餐旅職業學校,097/01/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0nAAG&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000211&ef=TND&fg=1,
臺灣臺南地方法院,096法登他212,59,變更登記,財團法人台灣省台南縣私立陽明高級工商職業學校,097/01/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0nAAH&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000212&ef=TND&fg=1,
臺灣臺南地方法院,096法登他213,474,變更登記,財團法人私立興國管理學院,097/01/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0nAAI&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000213&ef=TND&fg=1,
臺灣臺南地方法院,096法登他214,476,變更登記,財團法人立德管理學院,097/02/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM2AAAE&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000214&ef=TND&fg=1,
臺灣臺南地方法院,096法登他215,17,變更登記,財團法人台灣省台南市私立光華女子高級中學,097/01/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM08AAG&bc=096&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000215&ef=TND&fg=1,
臺灣臺南地方法院,096法登社1,682,設立登記,社團法人台南市愛台灣協會,096/01/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1sAAB&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000001&ef=TND&fg=1,
臺灣臺南地方法院,096法登社2,681,設立登記,社團法人台南市身心障礙者自立更生創業協會,096/01/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1sAAE&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000002&ef=TND&fg=1,
臺灣臺南地方法院,096法登社3,683,設立登記,社團法人台灣三愛關懷協會,096/01/11,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1NAAF&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=TND&fg=1,
臺灣臺南地方法院,096法登社4,686,設立登記,社團法人台南市長遠慈善會,096/01/30,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM14AAA&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000004&ef=TND&fg=1,
臺灣臺南地方法院,096法登社5,687,設立登記,社團法人台南市法雲文教協會,096/01/30,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM14AAB&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000005&ef=TND&fg=1,
臺灣臺南地方法院,096法登社6,688,設立登記,社團法人台南縣醫事檢驗師公會,096/02/05,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0sAAG&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000006&ef=TND&fg=1,
臺灣臺南地方法院,096法登社7,689,設立登記,社團法人台南縣數位學習推廣學會,096/02/05,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0sAAH&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000007&ef=TND&fg=1,
臺灣臺南地方法院,096法登社8,691,設立登記,社團法人台南市熱蘭遮失智症協會,096/02/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0fAAF&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000008&ef=TND&fg=1,
臺灣臺南地方法院,096法登社10,693,設立登記,社團法人台灣基督教兒童青少年關懷協會,096/04/20,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1uAAH&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000010&ef=TND&fg=1,
臺灣臺南地方法院,096法登社11,695,設立登記,社團法人台南市婦女兒童安全保護協會,096/05/03,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0XAAH&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000011&ef=TND&fg=1,
臺灣臺南地方法院,096法登社12,696,設立登記,社團法人台南縣牧德關懷協會,096/05/10,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM10AAD&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000012&ef=TND&fg=1,
臺灣臺南地方法院,096法登社13,697,設立登記,社團法人台南縣愛家協會,096/05/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0TAAG&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000013&ef=TND&fg=1,
臺灣臺南地方法院,096法登社14,700,設立登記,社團法人台南市清心慈善協會,096/06/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0jAAJ&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000014&ef=TND&fg=1,
臺灣臺南地方法院,096法登社15,701,設立登記,社團法人中華金剛薩埵佛學會,096/06/05,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1DAAC&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000015&ef=TND&fg=1,
臺灣臺南地方法院,096法登社16,702,設立登記,社團法人台南市護理師護士公會,096/06/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM1DAAI&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000016&ef=TND&fg=1,
臺灣臺南地方法院,096法登社17,703,設立登記,社團法人台南市府城故事協會,096/07/18,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0OAAJ&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000017&ef=TND&fg=1,
臺灣臺南地方法院,096法登社18,704,設立登記,社團法人台南縣護理師護士公會,096/07/26,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0VAAB&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000018&ef=TND&fg=1,
臺灣臺南地方法院,096法登社19,705,設立登記,社團法人台南市營造工程協進會,096/07/30,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAM0VAAC&bc=096&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000019&ef=TND&fg=1,
