法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,
臺灣臺南地方法院,088法登他42,49,變更登記,財團法人私立嘉南藥理學院,088/06/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMcGAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000042&ef=TND&fg=1,
臺灣臺南地方法院,088法登他43,314,變更登記,財團法人中華基督教新營浸信會,088/05/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbnAAA&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000043&ef=TND&fg=1,
臺灣臺南地方法院,088法登他44,319,變更登記,財團法人台灣省立後壁高級中學文教基金會,088/05/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbnAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000044&ef=TND&fg=1,
臺灣臺南地方法院,088法登他45,162,變更登記,財團法人台灣省私立台南紡織社會福利慈善事業基金會,088/05/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbnAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000045&ef=TND&fg=1,
臺灣臺南地方法院,088法登他46,377,變更登記,財團法人永裕文教基金會,088/05/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyyAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000046&ef=TND&fg=1,
臺灣臺南地方法院,088法登他47,60,變更登記,財團法人私立中華醫事技術專科學校,088/05/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzIAAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000047&ef=TND&fg=1,
臺灣臺南地方法院,088法登他48,225,變更登記,財團法人台灣省私立崇華堂社會福利慈善事業基金會,088/05/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzIAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000048&ef=TND&fg=1,
臺灣臺南地方法院,088法登他49,193,變更登記,財團法人基督耶穌救世復興宣導會,088/06/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzIAAI&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000049&ef=TND&fg=1,
臺灣臺南地方法院,088法登他50,160,變更登記,財團法人台灣省台南社會教育館社會教育基金會,088/06/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzIAAJ&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000050&ef=TND&fg=1,
臺灣臺南地方法院,088法登他51,287,變更登記,財團法人國立臺南師範學院校務發展文教基金會,088/05/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzCAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000051&ef=TND&fg=1,
臺灣臺南地方法院,088法登他52,242,變更登記,財團法人新台灣研究文教基金會,088/06/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzCAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000052&ef=TND&fg=1,
臺灣臺南地方法院,088法登他53,250,變更登記,財團法人台灣省立新營高級工業職業學校文教基金會,088/06/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbtAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000053&ef=TND&fg=1,
臺灣臺南地方法院,088法登他54,33,變更登記,財團法人台灣省台南市私立崑山高級中學,088/08/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbtAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000054&ef=TND&fg=1,
臺灣臺南地方法院,088法登他55,43,變更登記,財團法人台灣省台南市保安宮,088/06/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyvAAI&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000055&ef=TND&fg=1,
臺灣臺南地方法院,088法登他56,321,變更登記,財團法人金城文教基金會,088/06/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyvAAJ&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000056&ef=TND&fg=1,
臺灣臺南地方法院,088法登他57,32,變更登記,財團法人台灣省台南縣私立港明高級中學,088/07/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyvAAK&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000057&ef=TND&fg=1,
臺灣臺南地方法院,088法登他58,374,變更登記,社團法人台南市康復之友協會,088/07/07,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyvAAL&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000058&ef=TND&fg=1,
臺灣臺南地方法院,088法登他59,261,變更登記,財團法人成大建築文教基金會,088/07/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMcGAAF&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000059&ef=TND&fg=1,
臺灣臺南地方法院,088法登他60,365,變更登記,財團法人　台灣省台南縣西港鄉後營蔡氏宗祠,088/07/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMcGAAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000060&ef=TND&fg=1,
臺灣臺南地方法院,088法登他61,65,變更登記,財團法人南臺技術學院,088/07/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMySAAI&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000061&ef=TND&fg=1,
臺灣臺南地方法院,088法登他63,202,變更登記,財團法人成大化工文教基金會,088/07/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbyAAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000063&ef=TND&fg=1,
臺灣臺南地方法院,088法登他64,4,變更登記,財團法人陳介臣獎學基金會,088/07/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbyAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000064&ef=TND&fg=1,
臺灣臺南地方法院,088法登他66,229,變更登記,財團法人台南市私立世寰社會福利慈善事業基金會,088/07/26,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbyAAJ&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000066&ef=TND&fg=1,
臺灣臺南地方法院,088法登他67,432,變更登記,財團法人台南縣私立新農老人養護中心,088/07/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyNAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000067&ef=TND&fg=1,
臺灣臺南地方法院,088法登他69,221,變更登記,財團法人臺南高工文教基金會,088/08/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy4AAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000069&ef=TND&fg=1,
臺灣臺南地方法院,088法登他70,154,變更登記,財團法人台灣省台南市中華基督教健康路浸信會,088/08/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyMAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000070&ef=TND&fg=1,
臺灣臺南地方法院,088法登他71,101,變更登記,財團法人台灣省台南市基督教會福音堂,088/08/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy2AAJ&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000071&ef=TND&fg=1,
臺灣臺南地方法院,088法登他72,94,變更登記,財團法人高清愿紀念慈母文教公益基金會,088/08/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy%2BAAA&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000072&ef=TND&fg=1,
臺灣臺南地方法院,088法登他73,272,變更登記,財團法人成大水利海洋研究發展文教基金會,088/09/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy%2BAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000073&ef=TND&fg=1,
臺灣臺南地方法院,088法登他74,140,變更登記,財團法人台南市文化基金會,088/09/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy%2BAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000074&ef=TND&fg=1,
臺灣臺南地方法院,088法登他75,62,變更登記,財團法人奇美醫院,088/08/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyOAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000075&ef=TND&fg=1,
臺灣臺南地方法院,088法登他76,169,變更登記,財團法人樹河社會福利基金會,088/08/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyOAAI&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000076&ef=TND&fg=1,
臺灣臺南地方法院,088法登他77,369,變更登記,財團法人台南市南寧文教基金會,088/08/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyOAAJ&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000077&ef=TND&fg=1,
臺灣臺南地方法院,088法登他78,6,變更登記,財團法人台灣基督長老教會,088/09/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMySAAA&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000078&ef=TND&fg=1,
臺灣臺南地方法院,088法登他79,323,變更登記,財團法人鳳凰泌尿科學文教基金會,088/08/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzCAAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000079&ef=TND&fg=1,
臺灣臺南地方法院,088法登他80,186,變更登記,財團法人王唯農博士獎學金基金會,088/09/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzCAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000080&ef=TND&fg=1,
臺灣臺南地方法院,088法登他81,136,變更登記,財團法人台灣基督長老教會新樓醫院(增設麻豆分院),088/11/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzCAAI&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000081&ef=TND&fg=1,
臺灣臺南地方法院,088法登他82,338,變更登記,財團法人曾松源昆仲慈母文教基金會,088/09/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbyAAE&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000082&ef=TND&fg=1,
臺灣臺南地方法院,088法登他83,356,變更登記,社團法人台南市脊髓損傷者協會,088/09/08,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy2AAD&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000083&ef=TND&fg=1,
臺灣臺南地方法院,088法登他84,43,變更登記,財團法人台灣省台南市保安宮,088/09/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy2AAE&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000084&ef=TND&fg=1,
臺灣臺南地方法院,088法登他85,41,變更登記,財團法人台灣省台南市天主教鮑思高慈幼會,088/09/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy2AAF&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000085&ef=TND&fg=1,
臺灣臺南地方法院,088法登他86,198,變更登記,財團法人品漢文教基金會,088/09/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy2AAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000086&ef=TND&fg=1,
臺灣臺南地方法院,088法登他87,100,變更登記,財團法人台南市衛國街基督教會,088/10/05,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyoAAE&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000087&ef=TND&fg=1,
臺灣臺南地方法院,088法登他88,286,變更登記,社團法人台南市噶瑪噶居戒癮協進會,088/10/15,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyoAAF&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000088&ef=TND&fg=1,
臺灣臺南地方法院,088法登他89,219,變更登記,財團法人台南縣立白河國民中學文教基金會,088/10/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyoAAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000089&ef=TND&fg=1,
臺灣臺南地方法院,088法登他90,31,變更登記,財團法人台南市私立建業高級中學,088/10/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyoAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000090&ef=TND&fg=1,
臺灣臺南地方法院,088法登他91,203,變更登記,財團法人泰安旌忠文教公益基金會,088/10/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzIAAK&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000091&ef=TND&fg=1,
臺灣臺南地方法院,088法登他92,146,變更登記,財團法人台灣省台南市臨安基督教會,088/10/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy9AAK&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000092&ef=TND&fg=1,
臺灣臺南地方法院,088法登他93,147,變更登記,財團法人范道南文教基金會,088/10/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzBAAA&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000093&ef=TND&fg=1,
臺灣臺南地方法院,088法登他94,102,變更登記,財團法人天主教聖母無原罪方濟傳教修女會,088/11/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMy5AAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000094&ef=TND&fg=1,
臺灣臺南地方法院,088法登他95,201,變更登記,財團法人國立成功大學文教基金會,088/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbtAAD&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000095&ef=TND&fg=1,
臺灣臺南地方法院,088法登他96,98,變更登記,財團法人台灣省私立普門仁愛之家,088/11/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbcAAD&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000096&ef=TND&fg=1,
臺灣臺南地方法院,088法登他97,414,變更登記,社團法人台南縣朝陽慈善功德會,088/11/05,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbcAAE&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000097&ef=TND&fg=1,
臺灣臺南地方法院,088法登他98,53,變更登記,財團法人台灣省台南市天主教仁愛修女會,089/03/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbcAAF&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000098&ef=TND&fg=1,
臺灣臺南地方法院,088法登他99,25,變更登記,財團法人台灣省台南市私立南英高級商工職業學校,088/11/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMybAAF&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000099&ef=TND&fg=1,
臺灣臺南地方法院,088法登他100,274,變更登記,財團法人成大礦冶資源科技文教基金會,088/11/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMybAAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000100&ef=TND&fg=1,
臺灣臺南地方法院,088法登他101,91,變更登記,財團法人台灣省台南縣私立敏惠高級護理助產職業學校,088/11/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMybAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000101&ef=TND&fg=1,
臺灣臺南地方法院,088法登他102,256,變更登記,財團法人成大研究發展基金會,088/11/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMybAAI&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000102&ef=TND&fg=1,
臺灣臺南地方法院,088法登他103,89,變更登記,財團法人台灣省台南縣私立城光國民中學,088/11/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbyAAA&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000103&ef=TND&fg=1,
臺灣臺南地方法院,088法登他104,247,變更登記,財團法人台南縣私立周茂寅社會福利慈善事業基金會,088/12/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbyAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000104&ef=TND&fg=1,
臺灣臺南地方法院,088法登他105,70,變更登記,財團法人台灣省台南縣白河鎮火山碧雲寺,088/11/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbyAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000105&ef=TND&fg=1,
臺灣臺南地方法院,088法登他106,244,變更登記,財團法人台南縣私立聖心功德會社會福利慈善事業基金會,089/03/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMb%2BAAD&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000106&ef=TND&fg=1,
臺灣臺南地方法院,088法登他107,83,變更登記,財團法人台灣省台南縣私立新榮高級中學,088/11/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzfAAD&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000107&ef=TND&fg=1,
臺灣臺南地方法院,088法登他108,59,變更登記,財團法人台灣省台南縣私立陽明高級工商職業學校,089/01/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzfAAE&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000108&ef=TND&fg=1,
臺灣臺南地方法院,088法登他109,24,變更登記,財團法人台南縣私立天仁高級工商職業學校,088/11/30,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzfAAF&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000109&ef=TND&fg=1,
臺灣臺南地方法院,088法登他110,391,變更登記,財團法人台南市私立紀念沈有德、方懷正社會福利慈善事業基金會,088/11/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzfAAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000110&ef=TND&fg=1,
臺灣臺南地方法院,088法登他111,231,變更登記,財團法人興毅府城文教基金會,088/11/24,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzsAAJ&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000111&ef=TND&fg=1,
臺灣臺南地方法院,088法登他112,424,變更登記,財團法人府城明珠文教基金會,088/12/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzwAAA&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000112&ef=TND&fg=1,
臺灣臺南地方法院,088法登他113,36,變更登記,財團法人台灣省台南市私立亞洲高級工商職業學校,088/12/01,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyMAAA&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000113&ef=TND&fg=1,
臺灣臺南地方法院,088法登他114,81,變更登記,財團法人台灣省台南縣私立興國高級中學,089/02/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyMAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000114&ef=TND&fg=1,
臺灣臺南地方法院,088法登他115,350,變更登記,財團法人台南啟聰學校文教基金會,088/12/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMySAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000115&ef=TND&fg=1,
臺灣臺南地方法院,088法登他116,252,變更登記,財團法人東陽吳篙文教基金會,088/12/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyTAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000116&ef=TND&fg=1,
臺灣臺南地方法院,088法登他117,362,變更登記,財團法人大誠文教基金會,088/12/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyTAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000117&ef=TND&fg=1,
臺灣臺南地方法院,088法登他118,17,變更登記,財團法人台灣省台南市私立光華女子高級中學,088/12/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyTAAD&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000118&ef=TND&fg=1,
臺灣臺南地方法院,088法登他119,175,變更登記,財團法人統一企業股份有限公司職工福利委員會,088/12/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMb%2BAAE&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000119&ef=TND&fg=1,
臺灣臺南地方法院,088法登他120,457,變更登記,財團法人台南市立崇明國中文教基金會,088/12/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbaAAB&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000120&ef=TND&fg=1,
臺灣臺南地方法院,088法登他121,413,變更登記,財團法人台南市十信文教基金會,088/12/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbaAAC&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000121&ef=TND&fg=1,
臺灣臺南地方法院,088法登他122,427,變更登記,財團法人榕園統計文教基金會,088/12/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMbaAAD&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000122&ef=TND&fg=1,
臺灣臺南地方法院,088法登他123,21,變更登記,財團法人台灣省台南市私立瀛海高級中學,088/12/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzwAAF&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000123&ef=TND&fg=1,
臺灣臺南地方法院,088法登他124,249,變更登記,財團法人阿南達瑪迦公益基金會,089/01/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzwAAG&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000124&ef=TND&fg=1,
臺灣臺南地方法院,088法登他125,31,變更登記,財團法人台南市私立建業高級中學,088/12/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzwAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000125&ef=TND&fg=1,
臺灣臺南地方法院,088法登他126,186,變更登記,財團法人王唯農博士獎學金基金會,088/12/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMzwAAI&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000126&ef=TND&fg=1,
臺灣臺南地方法院,088法登他127,238,變更登記,財團法人成大土木文教基金會,088/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyWAAH&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000127&ef=TND&fg=1,
臺灣臺南地方法院,088法登他128,344,變更登記,財團法人天主教伯利恆文教基金會,088/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMyWAAI&bc=088&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000128&ef=TND&fg=1,
